,season_file,match_url,summary,article_sentences_ix,events_mapping
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/49545699,"Luiz Alberto scored a second-half equaliser as Lazio secured a point in a pulsating Rome derby with Roma. 
Roma took the lead when Aleksandar Kolarov struck from the penalty spot after Sergej Milinkovic-Savic handled inside his own area.
Ciro Immobile and Joaquin Correa both hit the post minutes later as Lazio searched for the leveller, while Nicolo Zaniolo remained a threat for Roma.
The hosts thought they had claimed all three points in stoppage time when Manuel Lazzari found the back of the net from close range, only for it to be disallowed for an earlier offside.
Lazio move into fourth in Serie A, while Roma are in 15th.",[2 2 1 1 7 0 1 7 2 0 1 7 2 2 7 2 1 2 1 0 6 2 1 1 2 1 0 2 2],"[6, 8, 10, 11, 14, 15, 21, 23, 24, 26, 32, 38, 40, 48, 49, 50, 59, 63, 64, 65, 72, 73, 74, 80, 81, 84, 87, 89, 94]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/49546433,"Inter Milan striker Romelu Lukaku was racially abused by Cagliari fans as he scored from the penalty spot to give his club a 2-1 victory in Serie A.
Lukaku, 26, stood and stared at fans behind the goal - where monkey chants had come from - after scoring.
Last season Everton's Moise Kean suffered similar abuse when playing against Cagliari for Juventus.",[9 0 9 0 0 0 9 9 9 9 0 2 0 0 0 0 0],"[2, 13, 14, 20, 22, 24, 26, 31, 32, 44, 46, 47, 48, 67, 79, 84, 91]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50243858,"Napoli president Aurelio de Laurentiis says ""buffoonery from the referee"" led to coach Carlo Ancelotti and his assistant being sent off in the 2-2 Serie A draw with Atalanta.
In a fiery end to the game, Josip Ilicic's 86th-minute equaliser stood after a long VAR review, as Napoli appealed for a penalty.
""Without us, the referees would be peeling potatoes,"" De Laurentiis said.
The controversy started with Napoli forward Fernando Llorente colliding with Simon Kjaer in the Atalanta area with the visitors countering and scoring through Ilicic.
A five-minute interruption followed before the referee awarded the goal without reviewing the incident on the touchline monitor. 
Goals from Serbian defender Nikola Maksimovic and Polish forwardArkadiusz Milik had twice given the hosts the lead, with Remo Freuler scoring for the visitors before the late flashpoint.
Atalanta stay third in the table, five points behind leaders Juventus who won 2-1 against Genoa, with Napoli in sixth.","[ 9 12  8 13 13 11  1 12 12  1 12  9  0 12 13 13 13 13  0 13  9 13 13 13
 12 13  3  8  8 13 13 13]","[3, 4, 12, 13, 15, 20, 21, 25, 27, 30, 40, 44, 46, 49, 50, 51, 63, 64, 65, 66, 69, 74, 77, 84, 92, 93, 97, 108, 110, 112, 115, 116]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50243942,"Cristiano Ronaldo scored a stoppage-time penalty to clinch a dramatic 2-1 win over 10-man Genoa which moved Juventus back to the top of Serie A.
Moments after the Portugal forward saw a goal disallowed by VAR, he converted in the sixth minute of stoppage time.
Genoa played for more than half an hour with a numerical disadvantage after Francesco Cassata was sent off.
Leonardo Bonucci's header had put the hosts ahead before Christian Kouame's miskick fooled keeper Gianluigi Buffon.
Juventus also ended the game with 10 men after substitute Adrien Rabiot saw red in the late stages, but it did not stop them scraping an important win following Ronaldo's intervention.
Genoa's substitute goalkeeper Federico Marchetti was also shown red in the second half despite being on the bench.",[6 1 0 0 3 2 0 1 3 3 2 3 3 0 2 2 0 0 0 0 6 0 0 0 3 3 3 0 0 3 5 0 0 0 0 1 0],"[12, 13, 16, 18, 25, 35, 36, 41, 43, 45, 50, 51, 59, 66, 69, 76, 77, 78, 87, 89, 91, 95, 97, 98, 99, 105, 106, 109, 111, 115, 118, 127, 129, 131, 132, 134, 137]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50243925,"On-loan Manchester United defender Chris Smalling scored his first goal for Roma as they beat Udinese 4-0.
Nicolo Zaniolo gave Roma an early lead, but they had to play with 10 men for an hour after Federico Fazio was sent off after 31 minutes.
Smalling, who has impressed during his season-long loan, scored from close range in the 51st minute.
A Justin Kluivert goal and an Aleksandar Kolarov penalty wrapped up the win.",[3 0 3 3 0 0 1 0 3 0 3 0 0 3 1 0 2 3 0 2 0 0 0 0 0],"[12, 13, 14, 17, 25, 28, 30, 36, 52, 59, 60, 62, 65, 66, 67, 68, 69, 75, 86, 88, 89, 94, 103, 106, 109]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50229987,"Romelu Lukaku scored his seventh Serie A goal of the season as Inter Milan won at Brescia to go top of the table.
Lautaro Martinez gave Inter the lead with a deflected strike before Lukaku ran down the right wing, cut inside and smashed home from 25 yards.
Milan Skriniar's own goal gave Brescia hope",[0 0 2 1 2 2 0 0 2 0 0 1 0 2 2 2 2 2 2 0 1 2 2 2 0 0 1 2 2],"[2, 15, 18, 19, 20, 26, 29, 31, 33, 36, 37, 38, 53, 55, 58, 59, 60, 73, 81, 82, 85, 91, 92, 96, 97, 105, 123, 126, 130]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50202459,"Atalanta recorded their joint-biggest Serie A victory ever as they thrashed Udinese, with Luis Muriel scoring a hat-trick.
The visitors led through Stefano Okaka before Josip Ilicic's equaliser. 
Muriel scored twice more, including a penalty, with Mario Pasalic and 17-year-old debutant Amad Traore scoring.
It equalled Atalanta's most emphatic top-flight win, following a 7-1 victory over Triestina and 6-0 over Udinese, both in the 1950s.
The last time Udinese conceded seven in a Serie A game was in 1959 - 7-0 to AC Milan.
Champions League side Atalanta, who are third in the table, have scored 28 Serie A goals after nine games.",[0 1 0 1 1 1 5 0 4 0 1 3 1 6 0 6 1 4 6 0 1 6 3 3 6 0 5 4 3 6 5],"[10, 12, 13, 17, 18, 24, 27, 31, 35, 36, 37, 38, 42, 43, 48, 49, 51, 52, 55, 56, 59, 60, 66, 67, 70, 75, 78, 79, 80, 82, 87]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50117568,"Romelu Lukaku scored twice as Serie A title chasers Inter Milan survived a fightback to win 4-3 at Sassuolo.
Antonio Conte's Inter, who are one point behind leaders Juventus, had led 4-1 thanks to doubles from Lautaro Martinez and Lukaku - with Domenico Berardi equalising for the hosts.
Filip Djuricic and Jeremie Boga scored for Sassuolo to set up a tense finale.
""We did everything right in the first half and should have scored more in the second,"" Lukaku told DAZN.
",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 3 3 4 0 3 3 4 1 1 1],"[3, 15, 18, 28, 40, 42, 46, 54, 63, 64, 65, 66, 69, 70, 75, 76, 79, 81, 85, 90, 102, 105, 107, 109, 110]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/49980697,"Cristiano Ronaldo helped Juventus extend their lead at the top of Serie A as they saw off the challenge of Bologna in Turin.
and then a clinical finish into the bottom corner.
Veteran Argentine striker Rodrigo Palacio threatened in behind Leonardo Bonucci on a number of occasions but could not find a way to test Buffon.
And, after Lukasz Skorupski had saved well from a Ronaldo header, a defensive mix-up presented Miralem Pjanic with the opportunity to stroke Juventus back in front and the home team took control.
Skorupski pulled off two stunning saves to deny Gonzalo Higuain a deserved goal before keeping out Ronaldo's fierce left-footed strike in the final 10 minutes.
Bologna could have levelled out of nothing when Riccardo Orsolini latched onto Palacio's deflected shot but he skewed horribly wide with the goal at his mercy.
",[0 0 9 7 0 8 0 8 0 8 9 9 9 9 7 8 3 8 0 7 0 9 8 6 8 8 8 8 8 6 9],"[3, 10, 13, 15, 23, 25, 28, 29, 34, 35, 42, 48, 49, 58, 63, 68, 72, 74, 78, 80, 81, 82, 85, 86, 90, 102, 103, 104, 109, 113, 126]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/49939525,"Substitute Gonzalo Higuain scored a late winner as champions Juventus ended Inter Milan's perfect league start to move top of Serie A.
HiguainJuventus had led after just four minutes through Paulo Dybala.
But Inter levelled 14 minutes later as Lautaro Martinez converted a penalty after a handball by Matthijs de Ligt.
Juventus were rewarded for their early intent as Dybala cut in from the left and curled into the opposite corner for the opener.
Inter, beaten 2-1 by Barcelona in the Champions League on Wednesday, were not behind for long as Martinez struck confidently from the spot after Nicolo Barella's cross had struck De Ligt on the arm.
A tense second half saw action at both ends of the pitch, as Juventus goalkeeper Wojciech Szczesny denied Matias Vecino at close range and Handanovic did well to block Cristiano Ronaldo's low strike.
",[2 9 3 8 7 9 7 7 7 8 9 2 2 2 2 7 9 2 2 2 9 0 9 9 9 0 9],"[5, 8, 11, 18, 20, 25, 26, 27, 29, 30, 40, 44, 50, 53, 56, 57, 60, 62, 63, 74, 75, 77, 81, 82, 85, 92, 100]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/49939494,"Pepe Reina saved an injury-time penalty as struggling AC Milan beat Genoa to distance themselves from the Serie A relegation places and ease the pressure on manager Marco Giampaolo.
In an incident-packed match featuring four red cards, the visitors fought back with two goals in six second-half minutes through Theo Hernandez and Franck Kessie's penalty.
Lasse Schone's sublime free-kick had given Genoa a half-time lead.
Milan climb to 11th with victory.
Moments later, Milan were awarded a penalty after a lengthy Video Assistant Referee review found Davide Biraschi guilty of handball, with the defender duly dismissed.
Genoa goalkeeper Radu denied substitute Rafael Leao at close range as the visitors, reduced to 10 men following a second yellow card for right-back Davide Calabria,With the drama not over, former Liverpool goalkeeper Reina brought down Christian Kouame before denying Schone from the spot in the 95th minute to secure a crucial three points.
",[ 0  3  8  1  1  0  0  2  9  9  3  9  1  2 11  9  1 11  0  2  9  9],"[10, 30, 31, 33, 36, 37, 41, 44, 56, 58, 68, 71, 75, 77, 84, 88, 92, 97, 108, 117, 118, 125]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50875016,"AC Milan suffered their heaviest defeat for more than 21 years as they were thrashed 5-0 by Atalanta in Serie A.
Alejandro Gomez scored a stunning opener, nutmegging Andrea Conti before firing home, and Atalanta's final three goals came in the last half hour.
Mario Pasalic scored and Josip Ilicic netted twice before Luis Muriel struck.
Milan had not lost by five goals in any competition since being beaten 5-0 by Roma in May 1998.
",[2 3 5 2 3 5 2 5 5 5 2 0 5 0 0 3 2 5 5 3 2 0 0 3 0 5],"[2, 4, 11, 12, 18, 21, 23, 27, 28, 29, 31, 32, 34, 47, 48, 59, 60, 61, 63, 64, 73, 78, 79, 80, 85, 91]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50869592,"Romelu Lukaku scored twice as Inter Milan beat Genoa to finish 2019 top of Serie A.
The former Manchester United striker put Antonio Conte's side in the lead with a header and Roberto Gagliardini made it 2-0 moments later. 
Lukaku then let Sebastiano Esposito take a penalty, which the 17-year-old scored to put Inter 3-0 up.
And Belgian Lukaku blasted his second into the top corner to put the game beyond doubt, his 14th goal for Inter.
",[2 1 1 0 0 0 0 0 0 2 0 0 2 0 0 3 2 0 0 0 0 0 0 0 2 0],"[5, 12, 20, 22, 25, 26, 28, 29, 36, 38, 43, 47, 48, 55, 56, 61, 69, 72, 74, 75, 76, 81, 87, 89, 92, 93]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50830893,"Paulo Dybala and Cristiano Ronaldo were on the scoresheet as Juve moved three points clear of Inter Milan. 
Dybala opened the scoring in the 19th minute with a sumptuous volley from the right-hand corner of the box. 
Gianluca Caprari equalised before Ronaldo scored the winner with a header at the back post. 
Caprari was sent off in stoppage time for his second bookable offence. 
He left for Paris St-Germain in 2018, winning the Ligue 1 title in his only season in the French capital, before returning to Juventus. 
",[3 4 4 3 4 5 5 3 4 8 8 4 3 4 4 3 4 3 8 5 8 4 4 8 3],"[8, 11, 12, 15, 17, 20, 22, 28, 29, 30, 41, 42, 43, 53, 54, 61, 62, 66, 73, 74, 75, 82, 86, 88, 89]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50801911,"Cristiano Ronaldo scored twice as Juventus beat Udinese to go temporarily top of Serie A.
He then smashed in a first-time shot from Gonzalo Higuain's through ball before Leonardo Bonucci headed home to make it 3-0 before the break.
Ronaldo almost grabbed his first Serie A hat-trick as he hit the post, before Ignacio Pussetto's late consolation.
",[2 0 0 2 0 0 0 0 2 0 2 2 0 0 0 2 0 0 0 0 0 3 3 0 3 0 0 2 0 0 0 0 0],"[6, 7, 8, 9, 11, 13, 21, 24, 29, 31, 41, 44, 48, 50, 54, 58, 61, 65, 67, 68, 69, 70, 72, 73, 75, 79, 80, 85, 87, 91, 92, 93, 94]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50801830,"Inter Milan went back to the top of Serie A, despite conceding a late equaliser to Fiorentina.
Lautaro Martinez thought he scored another, but Romelu Lukaku was found to be offside in the build-up by the video assistant referee.
Inter go above champions Juventus - who beat Udinese 3-1 earlier in the day - on goal difference.",[0 0 2 0 0 0 0 0 5 2 0 0 0 0 2 0 0 0 0 0 0],"[4, 5, 8, 11, 13, 16, 28, 29, 33, 37, 38, 43, 56, 64, 69, 70, 71, 75, 82, 99, 104]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50797474,"Gennaro Gattuso suffered defeat in his first game in charge of Napoli at home to Parma thanks to a stoppage-time winner from Gervinho.
Arkadiusz Milik had cancelled out Dejan Kulusevski's early opener.
Napoli drop to eighth and are now without a win in eight Serie A matches.
","[2 4 4 4 4 4 2 4 2 2 2 2 4 0 2 4 4 2 4 4 2 2 4 4 0 4 4 4 4 4 4 4 4 2 0 2 4
 4 2 4]","[2, 9, 10, 15, 17, 18, 20, 23, 24, 29, 30, 31, 37, 38, 40, 46, 47, 53, 60, 66, 69, 76, 79, 81, 82, 83, 84, 86, 94, 96, 98, 99, 100, 102, 103, 104, 105, 107, 108, 109]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50693035,"Cristiano Ronaldo tapped in from close range to put the visitors ahead midway through the first half.
Lazio equalised just before the break when Luiz Felipe headed in before Juan Cuadrado was sent off for the visitors. 
Sergej Milinkovic-Savic slotted in to put Lazio ahead before Felipe Caicedo blasted home to seal the win.
The win could have even been by a bigger margin but Ciro Immobile's penalty was saved by Wojciech Szczesny.
Lazio, who are third, move to within three points of second-placed Juventus.",[3 1 5 1 1 5 4 3 4 2 4 1 2 4 5 5 5 2 3 4 5 5 4 5 4 3],"[4, 6, 11, 18, 23, 30, 31, 36, 38, 39, 40, 42, 46, 50, 58, 62, 64, 67, 79, 85, 89, 93, 97, 103, 106, 107]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50692874,"Serie A leaders Inter Milan missed the chance to move four points clear at the summit after being held to a goalless draw by Roma at the San Siro.
The build-up to the fixture had been overshadowed by Italian newspaper Corriere dello Sport's 'Black Friday' headline, which was accompanied by images of Roma defender Chris Smalling and Inter striker Romelu Lukaku.
Inter's Marcelo Brozovic then blazed an attempt over following Mirante's scuffed clearance shortly before half-time, while Mirante - in for Roma's injured Pau Lopez - frustrated Inter further after the interval.
",[0 5 5 0 5 5 0 0 0 0 5 5 0 5 1],"[6, 9, 14, 24, 27, 34, 41, 42, 43, 47, 48, 60, 66, 71, 81]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50622311,"Leonardo Bonucci opened the scoring after 20 minutes with a deflected strike before Jeremie Boga's deft chip levelled the scores shortly after.
The away side then took the lead just after the interval as Buffon fumbled Francesco Caputo's effort into the net.
Cristiano Ronaldo was on hand to equalise and save his team's blushes with a penalty with 22 minutes left.
Maurizio Sarri's side then took a deserved lead when captain Bonucci's shot from the edge of the box was deflected into the far corner.
Sassuolo, who rise to 12th with this point, regularly tested Juventus' 41-year-old goalkeeper, and he was at fault when they eventually took the lead through Caputo.
Buffon's opposite number, Stefano Turati, who was making his senior debut for Sassuolo, impressed as he made several fine saves to keep out a Ronaldo free-kick, Gonzalo Higuain and Aaron Ramsey late on.
Ronaldo also had a goal ruled out for offside at 1-2.","[ 2  9  5  1  5  9  1  5  1  5  9  3  1  5  5  7  3  5  3  9  3 11  5  5
  5  3  9  3  5  5  5  3  9  9  5  3  3  3]","[7, 8, 9, 11, 14, 15, 16, 17, 19, 22, 23, 24, 27, 32, 33, 44, 45, 46, 49, 51, 53, 54, 67, 68, 76, 79, 80, 81, 83, 91, 95, 99, 100, 106, 110, 113, 114, 116]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/50623432,"Lautaro Martinez scored twice as Antonio Conte's Inter Milan edged past SPAL to move top of Serie A.
The Argentine striker, 22, fired in a 16th-minute opener from the edge of the area and headed in the hosts' second four minutes before half-time.
Mattia Valoti responded for SPAL after the break, while goalkeeper Etrit Berisha denied Martinez his hat-trick.
Up next for Inter is the visit of fifth-placed Roma on Friday, before Conte's side attempt to secure qualification to the Champions League knockout stages against Barcelona on 10 December.",[0 0 0 6 6 0 0 6 0 0 0 2 6 0 6 0 0 0 2 2 2 0 0 0 1 2 0 0 0 6 6],"[4, 7, 11, 12, 21, 23, 24, 25, 26, 28, 30, 39, 40, 42, 45, 46, 55, 62, 66, 67, 72, 73, 75, 76, 77, 78, 91, 95, 97, 98, 108]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/51792167,"Parma's Serie A tie against SPAL kicked off 75 minutes late after Italy's sports minister requested the league was suspended with immediate effect because of the coronavirus outbreak.
",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[5, 17, 18, 20, 26, 35, 39, 40, 43, 52, 53, 55, 57, 76, 78, 82, 88, 91, 96, 100, 105, 108]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/51793875,"Juventus beat Inter Milan to go top of the Serie A table - in a surreal match behind closed doors because of coronavirus.
Aaron Ramsey and Paulo Dybala scored the goals to take Juve one point above Lazio at the top of the table.
Inter's title challenge is likely to be over as they now sit nine points behind Juventus.
Cristiano Ronaldo - who pretended to high-five where fans would have been standing on the way into the stadium - failed to score for the first time in Serie A since 10 November. 
Up to 16 million people in Lombardy - the region where Milan is - and 14 provinces need special permission to travel under new quarantine rules.
","[ 5  0  5  5  0  5 11  5  5  5  5 11 11 11 11  5 11  5  5 11 11  5  5  5
  5  3  5  5  5  5]","[2, 7, 8, 11, 13, 15, 16, 17, 20, 22, 23, 27, 32, 35, 36, 37, 39, 42, 44, 53, 56, 59, 60, 67, 71, 75, 81, 85, 104, 105]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/51699114,"Atalanta hit seven goals in a Serie A game for third time this season - as their fans were checked for coronavirus symptoms before kick-off at Lecce.
The game was 2-2 at half-time, with Lecce's Giulio Donati scoring at both ends, Duvan Zapata scoring the first goal of a hat-trick and Riccardo Saponara netting for the hosts.
But Josip Ilicic put Atalanta ahead and then set up Zapata's next two goals.
Luis Muriel and Ruslan Malinovskyi scored in the final five minutes.
Atalanta, who are fourth in the table, have now scored 70 goals in Serie A.",[1 0 3 1 1 2 1 1 2 1 2 4 1 1 0 2 2 0 2 1 4 1 1 2 1 0 3 3 0 2 3 3 1 1],"[7, 17, 18, 25, 27, 28, 30, 36, 37, 41, 43, 45, 47, 48, 49, 55, 56, 57, 58, 59, 61, 65, 71, 76, 82, 83, 84, 87, 89, 98, 100, 101, 103, 104]"
0,italian_serie_a_2019_2020.json,https://www.bbc.com/sport/football/51254967,"Ashley Young assisted a goal on his Inter Milan debut as they were held by Cagliari.
Playing for Antonio Conte's Inter at right wing-back, he crossed for Lautaro Martinez to head in their opener.
But Radja Nainggolan, on loan from Inter, equalised against his parent club with a long-range deflected shot.
",[0 0 3 2 0 2 0 3 3 0 3 0 0 0 2 3 0 0 2 2 0 0 3 0 0 0 0 0 0 0 0],"[4, 7, 11, 13, 16, 18, 21, 26, 27, 35, 36, 41, 45, 46, 47, 52, 53, 54, 55, 59, 60, 63, 68, 70, 74, 76, 77, 78, 83, 84, 91]"
